rank,fragment_id,fragment_smiles,pathogen_count,total_compounds,total_tp,total_tn,overall_avg_attribution,overall_max_attribution,avg_activity_rate_percent,SA_compounds,SA_tp,SA_tn,SA_avg_attr,SA_activity_pct,EC_compounds,EC_tp,EC_tn,EC_avg_attr,EC_activity_pct,CA_compounds,CA_tp,CA_tn,CA_avg_attr,CA_activity_pct,SA_example_id,SA_example_smiles,SA_example_target,SA_example_attr,SA_example_pred,SA_example_mw,EC_example_id,EC_example_smiles,EC_example_target,EC_example_attr,EC_example_pred,EC_example_mw,CA_example_id,CA_example_smiles,CA_example_target,CA_example_attr,CA_example_pred,CA_example_mw
581,8933,FC(F)(F)C1=CC(C(F)(F)F)=CC=C1,3,17,15,2,0.2857,0.3808,89.63,9,8,1,0.247,88.89,5,4,1,0.319,80.0,3,3,0,0.291,100.0,CHEMBL2391224,FC1=CC=C(CN(CC2=NC3=CC=CC=C3N2)C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C(F)=C1,1,0.33,0.921,485.4,CHEMBL4556652,CSC1=NC=CC(SC2=NN=C(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)N2)=N1,1,0.36,0.943,437.4,CHEMBL2391224,FC1=CC=C(CN(CC2=NC3=CC=CC=C3N2)C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C(F)=C1,1,0.381,0.865,485.4
582,22722,C-C-C(=O)-O,3,16,15,1,0.2625,0.3808,95.24,6,6,0,0.26,100.0,3,3,0,0.215,100.0,7,6,1,0.312,85.71,CHEMBL2237975,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OC1=CC=C2C=CC(=O)OC2=C1,1,0.334,0.551,442.6,CHEMBL3605578,O=C(O)C1=CN(C2CC2)C2=CC(N3CCN(CCOCCOCCOC4=CC=C5C=CC(=O)OC5=C4)CC3)=C(F)C=C2C1=O,1,0.326,0.824,607.6,CHEMBL2238516,CCCCCCCC/C=C\CCCCCCCC(=O)OC1=CC=C2C=CC(=O)OC2=C1,1,0.381,0.529,426.6
583,61844,O=C(CS)C1=C([O-])ON=[N+]1C1=CC=CC=C1,3,15,15,0,0.2573,0.3808,100.0,5,5,0,0.285,100.0,5,5,0,0.371,100.0,5,5,0,0.116,100.0,CHEMBL518353,NN1C(SCC(=O)C2=C([O-])ON=[N+]2C2=CC=CC=C2)=NN=C(CC2=CC=C([N+](=O)[O-])C=C2)C1=O,1,0.333,0.986,481.5,CHEMBL513517,NN1C(SCC(=O)C2=C([O-])ON=[N+]2C2=CC=CC=C2)=NN=C(CC2=CC=C(Cl)C=C2)C1=O,1,0.381,0.95,470.9,CHEMBL499207,NN1C(SCC(=O)C2=C([O-])ON=[N+]2C2=CC=CC=C2)=NN=C(CC2=CC=C3OCOC3=C2)C1=O,1,0.121,0.979,480.5
584,4152,C=C/C(=O)C1=CC=CC=C1,3,16,15,1,0.2464,0.3808,93.33,7,7,0,0.171,100.0,5,4,1,0.343,80.0,4,4,0,0.225,100.0,CHEMBL4081089,O=C(/C=C/C1=CN=C2C=CC=CC2=N1)C1=CC=CC=C1,1,0.234,0.925,260.3,CHEMBL4081089,O=C(/C=C/C1=CN=C2C=CC=CC2=N1)C1=CC=CC=C1,1,0.381,0.793,260.3,CHEMBL4081089,O=C(/C=C/C1=CN=C2C=CC=CC2=N1)C1=CC=CC=C1,1,0.302,0.935,260.3
585,20944,CC1=C(I)C(C)=[N+](C1)[B-](F)F,3,15,15,0,0.1772,0.3177,100.0,5,5,0,0.115,100.0,5,5,0,0.301,100.0,5,5,0,0.115,100.0,CHEMBL5088063,CCCCCCC[N+]1=CC=CC(C2=C3C(C)=C(I)C(C)=[N+]3[B-](F)(F)N3C(C)=C(I)C(C)=C23)=C1,1,0.133,0.998,676.2,CHEMBL5088063,CCCCCCC[N+]1=CC=CC(C2=C3C(C)=C(I)C(C)=[N+]3[B-](F)(F)N3C(C)=C(I)C(C)=C23)=C1,1,0.318,0.972,676.2,CHEMBL5074392,CC1=C(I)C(C)=[N+]2C1=C(C1=CC=CC=[N+]1C)C1=C(C)C(I)=C(C)N1[B-]2(F)F,1,0.124,0.976,592.0
586,2331,CC1=NC=C([N+](=O)[O-])N1CC(O)CN-C-C(C(=O)O)-C=O,3,15,15,0,0.1737,0.2384,100.0,8,8,0,0.196,100.0,3,3,0,0.11,100.0,4,4,0,0.215,100.0,CHEMBL3334880,CC1=CC=C2C(=C1)C(=O)C(C(=O)O)=CN2CC(O)CN1C([N+](=O)[O-])=CN=C1C,1,0.206,0.997,386.4,CHEMBL3334882,CC1=NC=C([N+](=O)[O-])N1CC(O)CN1C=C(C(=O)O)C(=O)C2=CC=C(C(F)(F)F)C=C21,1,0.117,0.97,440.3,CHEMBL3334879,CC1=NC=C([N+](=O)[O-])N1CC(O)CN1C=C(C(=O)O)C(=O)C2=CC(F)=CC(F)=C21,1,0.238,0.804,408.3
587,25144,NC1=NC2=C(N=CN2)C(=O)N1,3,15,15,0,0.1341,0.2126,100.0,8,8,0,0.163,100.0,3,3,0,0.117,100.0,4,4,0,0.123,100.0,CHEMBL400692,COC1=CC(S(=O)(=O)N2CCCCC2)=CC=C1N1C=NC2=C1N=C(N)NC2=O,1,0.213,0.869,404.5,CHEMBL399256,CC1CCN(S(=O)(=O)C2=CC=C(N3C=NC4=C3N=C(N)NC4=O)C(F)=C2)CC1,1,0.123,0.83,406.4,CHEMBL400691,NC1=NC2=C(N=CN2C2=CC=C(S(=O)(=O)N3CCCCC3)C=C2Cl)C(=O)N1,1,0.131,0.819,408.9
588,71006,CN1CCN(C2=CC=C(F)C=C2)CC1,3,16,14,2,0.3531,0.3808,92.59,4,4,0,0.349,100.0,9,7,2,0.336,77.78,3,3,0,0.375,100.0,CHEMBL1277178,CSC1=CC=C(CC2=NN(CN3CCN(C4=CC=C(F)C=C4)CC3)C(=S)O2)C=C1,1,0.381,0.991,430.6,CHEMBL1277178,CSC1=CC=C(CC2=NN(CN3CCN(C4=CC=C(F)C=C4)CC3)C(=S)O2)C=C1,1,0.381,0.989,430.6,CHEMBL5284922,CC1=CC(=O)C(O)=C(CN2CCN(C3=CC=C(F)C=C3)CC2)O1,1,0.381,0.993,318.3
589,33164,CN1CCN(CC=O)CC1,3,14,14,0,0.3506,0.3808,100.0,5,5,0,0.348,100.0,4,4,0,0.377,100.0,5,5,0,0.328,100.0,CHEMBL478520,COC1=CC=C(C2C(C)C(=O)C(C)C(C3=CC=C(OC)C=C3)N2C(=O)CN2CCN(C)CC2)C=C1,1,0.365,0.767,479.6,CHEMBL478142,CC1C(=O)C(C)C(C2=CC=C(Cl)C=C2)N(C(=O)CN2CCN(C)CC2)C1C1=CC=C(Cl)C=C1,1,0.381,0.734,488.5,CHEMBL478142,CC1C(=O)C(C)C(C2=CC=C(Cl)C=C2)N(C(=O)CN2CCN(C)CC2)C1C1=CC=C(Cl)C=C1,1,0.361,0.807,488.5
590,11727,CN1CCN(C2=CC=CC=C2F)CC1,3,14,14,0,0.3394,0.3808,100.0,4,4,0,0.308,100.0,7,7,0,0.338,100.0,3,3,0,0.372,100.0,CHEMBL2392528,O=C1C=C(CCl)OC(CN2CCN(C3=CC=CC=C3F)CC2)=C1O,1,0.376,0.79,352.8,CHEMBL2392528,O=C1C=C(CCl)OC(CN2CCN(C3=CC=CC=C3F)CC2)=C1O,1,0.381,0.946,352.8,CHEMBL5290697,CC1=CC(=O)C(O)=C(CN2CCN(C3=CC=CC=C3F)CC2)O1,1,0.381,0.992,318.3
591,39055,COC1=CC=C(C(=O)/C=C/C2=CC=C(OC)C(OC)=C2)C=C1,3,14,14,0,0.3302,0.3704,100.0,5,5,0,0.343,100.0,5,5,0,0.329,100.0,4,4,0,0.319,100.0,CHEMBL1631853,COC1=CC=C(C(=O)/C=C/C2=CC=C(OCC3=NN=C(C4=CC=C(Cl)C=C4)O3)C(OC)=C2)C=C1,1,0.37,0.944,476.9,CHEMBL1632629,COC1=CC=C(C(=O)/C=C/C2=CC=C(OCC3=NN=C(C4=CC=CC=C4O)O3)C(OC)=C2)C=C1,1,0.342,0.971,458.5,CHEMBL1632628,COC1=CC=C(C(=O)/C=C/C2=CC=C(OCC3=NN=C(C4=CC=C(C)C=C4)O3)C(OC)=C2)C=C1,1,0.344,0.956,456.5
592,7142,CCOC1=CC=C(N)C=C1,3,16,14,2,0.3197,0.3808,88.89,4,4,0,0.312,100.0,6,4,2,0.3,66.67,6,6,0,0.347,100.0,CHEMBL4069254,CCOC1=CC=C(NC2=C3OC4=CC=CC=C4C3=[N+](C)C3=CC=CC=C23)C=C1,1,0.369,0.984,369.4,CHEMBL4069254,CCOC1=CC=C(NC2=C3OC4=CC=CC=C4C3=[N+](C)C3=CC=CC=C23)C=C1,1,0.381,0.973,369.4,CHEMBL40362,CCOC1=CC=C(NC2=CC(=O)C3=C(N=C(C)S3)C2=O)C=C1,1,0.381,0.971,314.4
593,5151,O=CC1=CC=C(Br)C=C1,3,18,14,4,0.31,0.3808,80.95,7,5,2,0.278,71.43,7,5,2,0.303,71.43,4,4,0,0.349,100.0,CHEMBL4525005,COC1=CC=C(C2=NN(C3=CC=CC=C3)C=C2/C=C/C2=C(C(=O)C3=CC=C(Br)C=C3)C3=CC=C4OCC=CC4=C3O2)C=C1,1,0.381,0.747,629.5,CHEMBL5274235,COC1=C(N2C[C@H]3CCCN(C(=O)C4=CC=C(Br)C=C4)[C@H]3C2)C(F)=CC2=C1N(C1CC1)C=C(C(=O)O)C2=O,1,0.358,0.982,584.4,CHEMBL5433185,O=C1S/C(=C\C2=CN=C(C(F)(F)F)N=C2)C(=O)N1C(=O)C1=CC=C(Br)C=C1,1,0.381,0.972,458.2
594,30565,CC(C1=CC=C(Cl)C=C1)N,3,14,14,0,0.2915,0.3808,100.0,6,6,0,0.253,100.0,4,4,0,0.261,100.0,4,4,0,0.36,100.0,CHEMBL564945,CCOC(=O)CC1=CSC(N/N=C2\CC(C3=CC=C(Cl)C=C3)NC(C3=CC=C(Cl)C=C3)C2C)=N1,1,0.342,0.945,517.5,CHEMBL596495,O=C1CNC(=S)N1N=C1CC(C2=CC=C(Cl)C=C2)NC(C2=CC=C(Cl)C=C2)C1,1,0.301,0.92,433.4,CHEMBL596495,O=C1CNC(=S)N1N=C1CC(C2=CC=C(Cl)C=C2)NC(C2=CC=C(Cl)C=C2)C1,1,0.381,0.986,433.4
595,1949,O=CC1=CC(Br)=CC=C1O,3,14,14,0,0.2894,0.3176,100.0,7,7,0,0.269,100.0,4,4,0,0.309,100.0,3,3,0,0.29,100.0,CHEMBL5272990,O=C(C1=CC(C(F)(F)F)=NN1)C1=CC(Br)=CC=C1O,1,0.316,0.973,335.1,CHEMBL3393233,O=C1C2=C(OC3=CC=C(Br)C=C13)C1=CC=CC=C1OCCCCO2,1,0.31,0.894,387.2,CHEMBL1923837,COC1=CC2(OC)OC3=CC=C(Br)C=C3C(=O)C2=CC1=O,1,0.318,0.979,351.2
596,51061,CCN1CCN(C)CC1,3,15,14,1,0.2846,0.3651,94.44,6,5,1,0.23,83.33,6,6,0,0.297,100.0,3,3,0,0.328,100.0,CHEMBL3099268,COC(=O)[C@]1(C)CCC[C@]2(C)C3=CC=C(C(C)C)C=C3C3=C(C4=CC=CC=C4N3CCN3CCN(C)CC3)[C@@H]12,1,0.365,0.758,527.8,CHEMBL1241897,CCN1CCN(CC2=CN(C3=CC(C)=NC4=CC=C(OC)C=C34)N=N2)CC1,1,0.364,0.96,366.5,CHEMBL1241897,CCN1CCN(CC2=CN(C3=CC(C)=NC4=CC=C(OC)C=C34)N=N2)CC1,1,0.357,0.956,366.5
597,12839,COC1=CC(/C=N/N)=CC=C1O,3,14,14,0,0.2809,0.3667,100.0,6,6,0,0.323,100.0,3,3,0,0.33,100.0,5,5,0,0.19,100.0,CHEMBL2282687,COC1=CC(/C=N/N=C2\SC=C(C3=CC(O)=CC=C3O)N2C2=CC=CC=C2)=CC=C1O,1,0.367,0.711,433.5,CHEMBL2282687,COC1=CC(/C=N/N=C2\SC=C(C3=CC(O)=CC=C3O)N2C2=CC=CC=C2)=CC=C1O,1,0.36,0.908,433.5,CHEMBL2282683,COC1=CC(/C=N/N=C2\SC=C(C3=CC(=O)C=CC3=O)N2C2=CC=C(Cl)C=C2)=CC=C1O,1,0.214,0.978,465.9
598,54893,NC(=O)CC1=CC=C(Cl)C=C1,3,16,14,2,0.2705,0.3798,86.11,6,5,1,0.26,83.33,6,6,0,0.249,100.0,4,3,1,0.302,75.0,CHEMBL2403496,O=C(CC1=CC=C(Cl)C=C1)NC1=NC(C2=CC=CC=C2)=CS1,1,0.38,0.838,328.8,CHEMBL5407305,[C-]#[N+]C1=CC=C(NC(=O)CC2=CC=C(Cl)C=C2)C=C1,1,0.343,0.992,270.7,CHEMBL242973,NC1=CC=C(NC(=O)CC2=CC=C(Cl)C=C2)C(O)=C1,0,0.347,0.058,276.7
599,18019,NC(=O)CC1=CC=C(F)C=C1,3,16,14,2,0.2623,0.3808,91.67,8,6,2,0.3,75.0,5,5,0,0.199,100.0,3,3,0,0.288,100.0,CHEMBL241872,O=C(CC1=CC=C(F)C=C1)NC1=CC=C([N+](=O)[O-])C=C1O,0,0.381,0.361,290.3,CHEMBL2403495,O=C(CC1=CC=C(F)C=C1)NC1=NC(C2=CC=CC=C2)=CS1,1,0.232,0.734,312.4,CHEMBL2238415,O=C(CC1=CC=C(F)C=C1)NC1=CC=C(C2=NC3=CC=CC=C3S2)C=C1,1,0.314,0.843,362.4
600,49156,C-CC(=O)NC1=CC=CC(C)=C1,3,14,14,0,0.26,0.3808,100.0,5,5,0,0.148,100.0,4,4,0,0.364,100.0,5,5,0,0.269,100.0,CHEMBL199024,CC1=CC=C(/N=C2\OC3=C(C)N=CC(CO)=C3C=C2C(=O)NC2=CC=CC(C)=C2)C=C1,1,0.164,0.616,413.5,CHEMBL199024,CC1=CC=C(/N=C2\OC3=C(C)N=CC(CO)=C3C=C2C(=O)NC2=CC=CC(C)=C2)C=C1,1,0.381,0.882,413.5,CHEMBL196913,CCOC1=CC=C(/N=C2\OC3=C(C)N=CC(CO)=C3C=C2C(=O)NC2=CC=CC(C)=C2)C=C1,1,0.286,0.922,443.5
601,59041,COC1=CC=C(NC(C)=O)C=C1,3,15,14,1,0.2509,0.3575,91.67,6,6,0,0.256,100.0,5,5,0,0.304,100.0,4,3,1,0.193,75.0,CHEMBL4639523,COC1=CC=C(NC(=O)CN2C(=O)/C(=N\C3=CC=CC=C3)C3=CC=CC=C32)C=C1,1,0.358,0.977,385.4,CHEMBL4632588,COC1=CC=C(NC(=O)CN2C(=O)/C(=N\C3=CC(C)=CC=C3C)C3=CC=CC=C32)C=C1,1,0.339,0.885,413.5,CHEMBL4096736,COC1=CC=C(NC(=O)CN2N=C(C(F)(F)F)C3=C(C4=CC=CC=C4)C4=CC=CC=C4N=C32)C=C1,1,0.244,0.818,476.5
602,30053,CC1=CC(=O)OC2=CC(OCC(C)O)=CC=C12,3,14,14,0,0.2474,0.3398,100.0,5,5,0,0.196,100.0,4,4,0,0.26,100.0,5,5,0,0.287,100.0,CHEMBL4443570,CC1=CC(=O)OC2=CC(OCC(O)CN3N=NN=C3C)=CC=C12,1,0.241,0.954,316.3,CHEMBL3310261,CC1=CC(=O)OC2=CC(OCC(O)CN3N=NC4=CC=CC=C43)=CC=C12,1,0.282,0.861,351.4,CHEMBL4475285,CC1=CC(=O)OC2=CC(OCC(O)CN3C=NN=N3)=CC=C12,1,0.34,0.922,302.3
603,7705,O=C/C=C/C1=CC=CO1,3,14,14,0,0.202,0.2862,100.0,6,6,0,0.144,100.0,4,4,0,0.238,100.0,4,4,0,0.224,100.0,CHEMBL3747472,O=C(/C=C/C1=CC=CO1)C1=CC=C(N2C=CC=C2)C=C1,1,0.207,0.95,263.3,CHEMBL3747472,O=C(/C=C/C1=CC=CO1)C1=CC=C(N2C=CC=C2)C=C1,1,0.272,0.924,263.3,CHEMBL1256337,O=C(/C=C/C1=CC=CO1)C1=CC(Cl)=CN1,1,0.286,0.969,221.6
604,20556,O=P(OC1=CC=CC=C1)OC1=CC=CC=C1,3,14,14,0,0.1862,0.2348,100.0,5,5,0,0.214,100.0,4,4,0,0.222,100.0,5,5,0,0.122,100.0,CHEMBL1955875,CC(NC1=CC=C(Cl)C=C1)(C1=CC=CN=C1)P(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,1,0.235,0.968,464.9,CHEMBL1956776,CC1=CC=C(NC(C)(C2=CC=CN=C2)P(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1,1,0.227,0.943,444.5,CHEMBL1956883,CC(NC1=CC=C(O)C=C1)(C1=CC=CN=C1)P(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,1,0.151,0.986,446.4
605,54363,C-C-C([C@H]1C[C@@H](N(C)C)[C@H](O)[C@@H](C)O1)-CO,3,14,14,0,0.1827,0.2551,100.0,5,5,0,0.207,100.0,4,4,0,0.173,100.0,5,5,0,0.168,100.0,CHEMBL4214797,COC(=O)C[C@H]1OC(C)=C2C(=O)C3=C(C=CC([C@H]4C[C@@H](N(C)C)[C@H](O)[C@@H](C)O4)=C3O)C(=O)C2=C1O,1,0.255,0.975,487.5,CHEMBL4202607,COC(=O)C[C@H]1O[C@H](C)C2=C(OC(=O)C3=CC=C([C@H]4C[C@@H](N(C)C)[C@H](O)[C@@H](C)O4)C(O)=C3C2=O)[C@H]1O,1,0.207,0.674,505.5,CHEMBL4202607,COC(=O)C[C@H]1O[C@H](C)C2=C(OC(=O)C3=CC=C([C@H]4C[C@@H](N(C)C)[C@H](O)[C@@H](C)O4)C(O)=C3C2=O)[C@H]1O,1,0.224,0.958,505.5
606,2420,O=CN/N=C/C1=CC=C(Cl)C=C1Cl,3,13,13,0,0.3497,0.3808,100.0,5,5,0,0.303,100.0,4,4,0,0.373,100.0,4,4,0,0.373,100.0,CHEMBL4163804,CC1=NC(C2=CC=C(Cl)C=C2)=CC=C1C(=O)N/N=C/C1=CC=C(Cl)C=C1Cl,1,0.363,0.946,418.7,CHEMBL4168809,O=C(N/N=C/C1=CC=C(Cl)C=C1Cl)C1=CNC2=CC=C(Cl)C=C2C1=O,1,0.381,0.776,394.6,CHEMBL4168809,O=C(N/N=C/C1=CC=C(Cl)C=C1Cl)C1=CNC2=CC=C(Cl)C=C2C1=O,1,0.381,0.903,394.6
607,38555,O=CCN1CCOCC1,3,16,13,3,0.3485,0.3808,85.71,4,4,0,0.359,100.0,7,4,3,0.312,57.14,5,5,0,0.374,100.0,CHEMBL242925,COC1=CC=C(C2C(C)C(=O)C(C)C(C3=CC=C(OC)C=C3)N2C(=O)CN2CCOCC2)C=C1,1,0.375,0.713,466.6,CHEMBL244954,CCC1C(=O)CC(C2=CC=CC=C2)N(C(=O)CN2CCOCC2)C1C1=CC=CC=C1,1,0.381,0.489,406.5,CHEMBL242713,CC1C(=O)C(C)C(C2=CC=C(Cl)C=C2)N(C(=O)CN2CCOCC2)C1C1=CC=C(Cl)C=C1,1,0.381,0.785,475.4
608,123600,N/N=C/C1=CC=CS1,3,14,13,1,0.3459,0.3808,91.67,4,4,0,0.359,100.0,4,3,1,0.307,75.0,6,6,0,0.372,100.0,CHEMBL1210006,FC(F)(F)C1=CC(N/N=C/C2=CC=CS2)=C2C=CC=C(C(F)(F)F)C2=N1,1,0.381,0.962,389.3,CHEMBL4078443,CC1=CC=CC2=C1SC(N/N=C/C1=CC=CS1)=N2,1,0.381,0.753,273.4,CHEMBL3199860,C(=N/NC1=NC(C2=CC=CC=C2)=CS1)\C1=CC=CS1,1,0.381,0.899,285.4
609,28204,N=CC(F)(F)F,3,15,13,2,0.3446,0.3808,88.89,5,5,0,0.357,100.0,6,4,2,0.297,66.67,4,4,0,0.38,100.0,CHEMBL5280263,NC1=CC(=O)N(C(=O)CN2N=C(C(F)(F)F)/C(=N/NC3=CC=C(Br)C=C3)C2=O)N1,1,0.381,0.968,474.2,CHEMBL5276540,COC1=CC=C(N/N=C2\C(=O)N(CC(=O)N3NC(N)=CC3=O)N=C2C(F)(F)F)C=C1,1,0.381,0.952,425.3,CHEMBL5282640,NC1=CC(=O)N(C(=O)CN2N=C(C(F)(F)F)/C(=N/NC3=CC=C(Cl)C=C3)C2=O)N1,1,0.381,0.973,429.7
610,17695,CN(C)C1=CC=C(/C=N/NC=O)C=C1,3,15,13,2,0.3404,0.3808,86.9,7,6,1,0.282,85.71,4,4,0,0.361,100.0,4,3,1,0.378,75.0,CHEMBL1256158,CN(C)C1=CC=C(/C=N/NC(=O)C2=CC(Cl)=CN2)C=C1,1,0.364,0.936,290.8,CHEMBL568406,CC(C)C1=CSC(C(=O)N/N=C/C2=CC=C(N(C)C)C=C2)=N1,1,0.381,0.696,316.4,CHEMBL1257727,CN(C)C1=CC=C(/C=N/NC(=O)C2=CC(Cl)=C(Cl)N2)C=C1,1,0.381,0.958,325.2
611,76632,C=CC(C)(C)C-N,3,13,13,0,0.3365,0.3697,100.0,6,6,0,0.32,100.0,3,3,0,0.337,100.0,4,4,0,0.352,100.0,CHEMBL400852,C=CC(C)(C)C1=C(C[C@@H]2NC(=O)[C@H](C)NC2=O)C2=CC(CC=C(C)C)=CC=C2N1,1,0.33,0.975,393.5,CHEMBL2048726,C=CC(C)(C)C1=C(/C=C2\NC(=O)[C@H](CO)NC2=O)C2=CC=CC=C2N1,1,0.351,0.828,339.4,CHEMBL559636,[C-]#[N+][C@@H]1[C@@H]2C3=C(C(C)(C)C=C)NC4=CC=CC(=C34)C(C)(C)[C@H]2C[C@@H](Cl)[C@]1(C)C=C,1,0.37,0.998,407.0
612,8783,CC1=NN(C2=CC=CC=C2)C(Cl)=C1,3,13,13,0,0.3271,0.3808,100.0,3,3,0,0.281,100.0,7,7,0,0.32,100.0,3,3,0,0.381,100.0,CHEMBL3237938,CC1=NN(C2=CC=CC=C2)C(Cl)=C1C1C(C#N)=C(N)N(C2=CC=CN=C2)C2=C1C(=O)CCC2,1,0.309,0.923,456.9,CHEMBL1771227,CC1=NN(C2=CC=CC=C2)C(Cl)=C1C1CC(C2C(=O)N(C)C(=O)N(C)C2=O)=NN1,1,0.341,0.512,414.9,CHEMBL1771228,CC1=NN(C2=CC=CC=C2)C(Cl)=C1C1CC(C2C(=O)NC(=O)NC2=O)=NN1,1,0.381,0.883,386.8
613,57254,CC1=CC=C(N)C(=C1)S,3,13,13,0,0.3205,0.3459,100.0,3,3,0,0.338,100.0,4,4,0,0.312,100.0,6,6,0,0.311,100.0,CHEMBL2035178,COC1=CC=C(C23SC4=CC(C)=CC=C4N=C2C2=CC=CC=C2C3=O)C=C1,1,0.341,0.957,371.5,CHEMBL2203791,CC1=CC=C2N=C3C4=CC=CC=C4C(C4=CC=CC=C4)C3C(C3=CC=C(Cl)C=C3)SC2=C1,1,0.317,0.984,452.0,CHEMBL2035174,CC1=CC=C(C23SC4=CC(C)=CC=C4N=C2C2=CC=CC=C2C3=O)C=C1,1,0.346,0.992,355.5
614,10920,COC1=CC(/C=N/NC=O)=CC(OC)=C1OC,3,14,13,1,0.3107,0.3808,93.33,6,6,0,0.288,100.0,5,4,1,0.263,80.0,3,3,0,0.381,100.0,CHEMBL4175524,COC1=CC(/C=N/NC(=O)C2=CC=C(C3=CC=C(Cl)C=C3)N=C2C)=CC(OC)=C1OC,1,0.351,0.917,439.9,CHEMBL4175524,COC1=CC(/C=N/NC(=O)C2=CC=C(C3=CC=C(Cl)C=C3)N=C2C)=CC(OC)=C1OC,1,0.324,0.743,439.9,CHEMBL4164164,COC1=CC(/C=N/NC(=O)C2=CNC3=CC=C(Cl)C=C3C2=O)=CC(OC)=C1OC,1,0.381,0.888,415.8
615,20696,C=C(C)CC,3,17,13,4,0.3034,0.3808,75.56,5,3,2,0.294,60.0,6,4,2,0.31,66.67,6,6,0,0.306,100.0,CHEMBL5206932,CC1=CC2=C([C@@H](C)CO)CC[C@@H](C)[C@@H]2CC1,1,0.381,0.771,220.4,CHEMBL4582938,CO[C@@H]1/C2=C(\O)[C@H]3[C@H]4[C@H](OC5=CC=C(C=C5)C[C@]1(O)NC2=O)[C@H]1[C@@H](C[C@H](C)C[C@@H]1C)[C@@H]4C(C)=C1[C@@H](C)C(C)=C[C@@]13C,1,0.376,0.871,559.7,CHEMBL1087927,COC1=CC2=C(C=C1OC)[C@H](C1=CC=C(O)C=C1)[C@@H](C)C(C)=C2,1,0.381,0.622,310.4
616,2643,ClC1=CSC2=CC=CC=C12,3,13,13,0,0.3006,0.3477,100.0,5,5,0,0.284,100.0,4,4,0,0.346,100.0,4,4,0,0.272,100.0,CHEMBL1087633,ClC1=CC=C(OCC2=NN=C(C3=C(Cl)C4=CC=CC=C4S3)O2)C(Cl)=C1,1,0.305,0.981,411.7,CHEMBL1088426,CC1=CC=C(OCC2=NN=C3SC(C4=C(Cl)C5=CC=CC=C5S4)=NN23)C=C1,1,0.348,0.941,412.9,CHEMBL1087633,ClC1=CC=C(OCC2=NN=C(C3=C(Cl)C4=CC=CC=C4S3)O2)C(Cl)=C1,1,0.321,0.964,411.7
617,55708,NC1=CC=C(Br)C=C1S,3,13,13,0,0.2971,0.3277,100.0,5,5,0,0.257,100.0,4,4,0,0.308,100.0,4,4,0,0.325,100.0,CHEMBL2035179,COC1=CC=C(C23SC4=CC(Br)=CC=C4N=C2C2=CC=CC=C2C3=O)C=C1,1,0.313,0.976,436.3,CHEMBL2035179,COC1=CC=C(C23SC4=CC(Br)=CC=C4N=C2C2=CC=CC=C2C3=O)C=C1,1,0.314,0.979,436.3,CHEMBL2035176,CC1=CC=C(C23SC4=CC(Br)=CC=C4N=C2C2=CC=CC=C2C3=O)C=C1,1,0.328,0.993,420.3
618,66041,CC[C@@H]1C(=C)CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@]21C,3,13,13,0,0.2951,0.3738,100.0,5,5,0,0.274,100.0,5,5,0,0.352,100.0,3,3,0,0.26,100.0,CHEMBL4218099,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1OC(=O)CCCCCCCCC,1,0.291,0.907,504.7,CHEMBL4213172,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1OC(=O)CCC,1,0.374,0.802,420.5,CHEMBL4213172,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1OC(=O)CCC,1,0.269,0.972,420.5
619,18955,COC1=C(OC)C(OC)=CC=C1,3,14,13,1,0.2792,0.3667,93.33,5,5,0,0.275,100.0,5,4,1,0.273,80.0,4,4,0,0.29,100.0,CHEMBL2436648,COC1=CC=CC=C1/C=N/NC1=NC(=S)NC(C2=CC(OC)=C(OC)C(OC)=C2)=C1C#N,1,0.367,0.854,451.5,CHEMBL2436551,COC1=CC=C(/C=N/NC2=NC(=S)NC(C3=CC(OC)=C(OC)C(OC)=C3)=C2C#N)C=C1,1,0.352,0.936,451.5,CHEMBL2436551,COC1=CC=C(/C=N/NC2=NC(=S)NC(C3=CC(OC)=C(OC)C(OC)=C3)=C2C#N)C=C1,1,0.343,0.956,451.5
