rank,fragment_id,fragment_smiles,pathogen_count,total_compounds,total_tp,total_tn,overall_avg_attribution,overall_max_attribution,avg_activity_rate_percent,SA_compounds,SA_tp,SA_tn,SA_avg_attr,SA_activity_pct,EC_compounds,EC_tp,EC_tn,EC_avg_attr,EC_activity_pct,CA_compounds,CA_tp,CA_tn,CA_avg_attr,CA_activity_pct,SA_example_id,SA_example_smiles,SA_example_target,SA_example_attr,SA_example_pred,SA_example_mw,EC_example_id,EC_example_smiles,EC_example_target,EC_example_attr,EC_example_pred,EC_example_mw,CA_example_id,CA_example_smiles,CA_example_target,CA_example_attr,CA_example_pred,CA_example_mw
1223,38000,C(#CCN1CNC(C2=CC=CC=C2)=N1)CN1CCCCC1,3,24,24,0,0.7318,0.7616,100.0,8,8,0,0.756,100.0,8,8,0,0.715,100.0,8,8,0,0.725,100.0,CHEMBL2238260,O=C1N(CC#CCN2CCCCC2)N=C(C2=CC=C(Cl)C=C2)N1C1=CC=CC=C1,1,0.762,0.995,406.9,CHEMBL2238254,CC1CCCC(C)N1CC#CCN1N=C(C2=CC=CC=C2)N(C2=CC=CC3=CC=CC=C23)C1=O,1,0.742,0.945,450.6,CHEMBL2238248,CC1CCCC(C)N1CC#CCN1N=C(C2=CC=CC=C2)N(C2=CC=CC=C2)C1=O,1,0.751,0.991,400.5
1224,26025,C1=CN=C2S/C(=C\C3=CC=CC=C3)CN2C1,3,24,24,0,0.716,0.7616,100.0,8,8,0,0.741,100.0,8,8,0,0.692,100.0,8,8,0,0.715,100.0,CHEMBL230358,CCOC(=O)C1=C(C)N=C2S/C(=C\C3=CC=C(O)C=C3)C(=O)N2C1C1=CC=C(SC)C=C1,1,0.762,0.974,466.6,CHEMBL231505,CCOC(=O)C1=C(C)N=C2S/C(=C\C3=CC=C(OC)C=C3)C(=O)N2C1C1=CC=C(SC)C=C1,1,0.713,0.964,480.6,CHEMBL387877,CCOC(=O)C1=C(C)N=C2S/C(=C\C3=CC=C(O)C(OC)=C3)C(=O)N2C1C1=CC=C(SC)C=C1,1,0.744,0.945,496.6
1225,38002,C(#CCN1CN(C2=CC=CC=C2)C(C2=CC=CC=C2)=N1)CN1CCCCC1,3,24,24,0,0.713,0.7487,100.0,8,8,0,0.738,100.0,8,8,0,0.687,100.0,8,8,0,0.714,100.0,CHEMBL2238254,CC1CCCC(C)N1CC#CCN1N=C(C2=CC=CC=C2)N(C2=CC=CC3=CC=CC=C23)C1=O,1,0.749,0.995,450.6,CHEMBL2238254,CC1CCCC(C)N1CC#CCN1N=C(C2=CC=CC=C2)N(C2=CC=CC3=CC=CC=C23)C1=O,1,0.735,0.945,450.6,CHEMBL2238248,CC1CCCC(C)N1CC#CCN1N=C(C2=CC=CC=C2)N(C2=CC=CC=C2)C1=O,1,0.741,0.991,400.5
1226,32526,C1NC=C/C1=N/N1CCSC1,3,24,24,0,0.6815,0.7616,100.0,8,8,0,0.699,100.0,7,7,0,0.753,100.0,9,9,0,0.592,100.0,CHEMBL2235689,O=C1NC2=CC=C(Cl)C=C2/C1=N/N1C(=O)CSC1C1=CC=CC=C1,1,0.75,0.82,357.8,CHEMBL2235689,O=C1NC2=CC=C(Cl)C=C2/C1=N/N1C(=O)CSC1C1=CC=CC=C1,1,0.762,0.907,357.8,CHEMBL2235695,CN(C)C1=CC=C(C2SCC(=O)N2/N=C2\C(=O)NC3=CC=C(Cl)C=C23)C=C1,1,0.686,0.77,400.9
1227,19472,C1CC(C2=CC=C(OCC3=CCOC4=CC=CC=C34)C=C2)N1,3,24,24,0,0.6754,0.7616,100.0,8,8,0,0.757,100.0,8,8,0,0.621,100.0,8,8,0,0.648,100.0,CHEMBL576749,O=C1C(Cl)C(C2=CC=C(OCC3=CC(=O)OC4=CC=C5C=CC=CC5=C34)C=C2)N1C1=CC=C(Br)C=C1,1,0.762,0.946,560.8,CHEMBL575284,O=C1C(Cl)C(C2=CC=C(OCC3=CC(=O)OC4=CC=C5C=CC=CC5=C34)C=C2)N1C1=CC=C(Cl)C=C1,1,0.686,0.813,516.4,CHEMBL575284,O=C1C(Cl)C(C2=CC=C(OCC3=CC(=O)OC4=CC=C5C=CC=CC5=C34)C=C2)N1C1=CC=C(Cl)C=C1,1,0.762,0.965,516.4
1228,27712,C1=CC=C(C2=NC3=CC=CC=C3C(C3=CC=CC=C3)=C2SC2=CC=COC2)C=C1,3,24,24,0,0.6744,0.7616,100.0,8,8,0,0.714,100.0,8,8,0,0.684,100.0,8,8,0,0.625,100.0,CHEMBL2430110,O=C1OC2=CC=CC=C2C=C1SC1=C(C2=CC=CC=C2)C2=CC=CC=C2N=C1C1=CC=C(C2=CC=CC=C2)C=C1,1,0.762,0.94,533.7,CHEMBL2430110,O=C1OC2=CC=CC=C2C=C1SC1=C(C2=CC=CC=C2)C2=CC=CC=C2N=C1C1=CC=C(C2=CC=CC=C2)C=C1,1,0.762,0.88,533.7,CHEMBL2430110,O=C1OC2=CC=CC=C2C=C1SC1=C(C2=CC=CC=C2)C2=CC=CC=C2N=C1C1=CC=C(C2=CC=CC=C2)C=C1,1,0.702,0.951,533.7
1229,20065,C1=CC=C(C2=CC=C(NC3=CCOC=C3)C=C2)N=C1,3,24,24,0,0.6728,0.7616,100.0,8,8,0,0.732,100.0,8,8,0,0.745,100.0,8,8,0,0.541,100.0,CHEMBL2282538,N#CC1=C(C2=CC=CC=C2)C=C(C2=CC=C(NC3=CC(=O)OC4=CC=CC=C34)C=C2)N=C1N,1,0.762,0.936,430.5,CHEMBL2282538,N#CC1=C(C2=CC=CC=C2)C=C(C2=CC=C(NC3=CC(=O)OC4=CC=CC=C34)C=C2)N=C1N,1,0.762,0.824,430.5,CHEMBL2282543,N#CC1=C(C2=CC=C([N+](=O)[O-])C=C2)C=C(C2=CC=C(NC3=CC(=O)OC4=CC=CC=C34)C=C2)N=C1N,1,0.667,0.848,475.5
1230,50825,C1COC=CN1CC1=CN(C2=CC=CC=C2)N=N1,3,24,24,0,0.662,0.7616,100.0,7,7,0,0.739,100.0,6,6,0,0.738,100.0,11,11,0,0.509,100.0,CHEMBL4217972,CC1=CC=C(N2C=C(CN3C(=O)COC4=CC=C(Cl)C=C43)N=N2)C=C1,1,0.752,0.943,354.8,CHEMBL4209012,O=C1COC2=CC=C(Cl)C=C2N1CC1=CN(C2=CC=C(F)C=C2)N=N1,1,0.762,0.883,358.8,CHEMBL4217972,CC1=CC=C(N2C=C(CN3C(=O)COC4=CC=C(Cl)C=C43)N=N2)C=C1,1,0.555,0.957,354.8
1231,50250,C1=CC=C(SCC2=CC=CO2)C=C1,3,24,24,0,0.6607,0.7616,100.0,8,8,0,0.693,100.0,9,9,0,0.698,100.0,7,7,0,0.591,100.0,CHEMBL2234283,O=C(CC(SC1=CC=CC=C1)C1=CC=CO1)C1=CC=CC=C1Cl,1,0.762,0.614,342.8,CHEMBL2234281,COC1=CC=CC(C(=O)CC(SC2=CC=CC=C2)C2=CC=CO2)=C1,1,0.762,0.743,338.4,CS000365957,Cc1ccc(S(=O)(=O)C(NC(=O)N/N=C/c2ccc([N+](=O)[O-])o2)c2ccc([N+](=O)[O-])o2)cc1,1,0.762,0.895,477.4
1232,23168,C1=CNC2=CC(NCCNCCCN3C=NC=N3)=CC=C2C1,3,24,24,0,0.6569,0.7606,100.0,8,8,0,0.6,100.0,10,10,0,0.754,100.0,6,6,0,0.616,100.0,CHEMBL2063504,O=C(O)C1=CN(C2CC2)C2=C(Cl)C(N3CCC(NCC(O)(CN4C=NC=N4)C4=CC=C(F)C=C4)C3)=C(F)C=C2C1=O,1,0.642,0.953,585.0,CHEMBL3741771,O=C(O)C1=CN(C2CC2)C2=C(Cl)C(N3CCC(NCC(O)CN4C=NC(S)=N4)C3)=C(F)C=C2C1=O,1,0.761,0.997,523.0,CHEMBL2063505,O=C(O)C1=CN(C2CC2)C2=C(Cl)C(N3CCC(NCC(O)(CN4C=NC=N4)C4=CC=C(Cl)C(Cl)=C4)C3)=C(F)C=C2C1=O,1,0.649,0.938,635.9
1233,20067,C1=CC=C(C2=CC=NC(C3=CC=C(NC4=CCOC=C4)C=C3)=C2)C=C1,3,24,24,0,0.6547,0.7616,100.0,8,8,0,0.726,100.0,8,8,0,0.723,100.0,8,8,0,0.516,100.0,CHEMBL2282548,N#CC1=C(C2=CC=C(O)C=C2O)C=C(C2=CC=C(NC3=CC(=O)OC4=CC=CC=C34)C=C2)N=C1N,1,0.762,0.863,462.5,CHEMBL2282548,N#CC1=C(C2=CC=C(O)C=C2O)C=C(C2=CC=C(NC3=CC(=O)OC4=CC=CC=C34)C=C2)N=C1N,1,0.762,0.801,462.5,CHEMBL2282548,N#CC1=C(C2=CC=C(O)C=C2O)C=C(C2=CC=C(NC3=CC(=O)OC4=CC=CC=C34)C=C2)N=C1N,1,0.678,0.785,462.5
1234,13393,C1CNCN1/N=C1/CCNC(C2=CC=CC=C2)C1,3,24,24,0,0.6461,0.7616,100.0,7,7,0,0.643,100.0,7,7,0,0.733,100.0,10,10,0,0.562,100.0,CHEMBL594675,COC1=CC=C(C2C/C(=N\N3C(=O)CNC3=S)C(C)C(C3=CC=C(OC)C=C3)N2)C=C1,1,0.733,0.926,438.6,CHEMBL594889,CC1=CC=C(C2C/C(=N\N3C(=O)CNC3=S)C(C)C(C3=CC=C(C)C=C3)N2)C=C1,1,0.762,0.819,406.6,CHEMBL594889,CC1=CC=C(C2C/C(=N\N3C(=O)CNC3=S)C(C)C(C3=CC=C(C)C=C3)N2)C=C1,1,0.615,0.982,406.6
1235,13395,C1CNCN1/N=C1\CCNC(C2=CC=CC=C2)C1,3,24,24,0,0.6461,0.7616,100.0,7,7,0,0.645,100.0,7,7,0,0.733,100.0,10,10,0,0.56,100.0,CHEMBL594675,COC1=CC=C(C2C/C(=N\N3C(=O)CNC3=S)C(C)C(C3=CC=C(OC)C=C3)N2)C=C1,1,0.735,0.926,438.6,CHEMBL594889,CC1=CC=C(C2C/C(=N\N3C(=O)CNC3=S)C(C)C(C3=CC=C(C)C=C3)N2)C=C1,1,0.762,0.819,406.6,CHEMBL594889,CC1=CC=C(C2C/C(=N\N3C(=O)CNC3=S)C(C)C(C3=CC=C(C)C=C3)N2)C=C1,1,0.612,0.982,406.6
1236,19912,C1=CC2=C(C=C1)N(C1CCCC1)C=N2,3,24,24,0,0.642,0.7616,100.0,8,8,0,0.691,100.0,8,8,0,0.704,100.0,8,8,0,0.531,100.0,CHEMBL500539,CCOC1=CC2=C(C=C1Cl)N=C(C1=CC=C(F)C=C1)N2C1CCCC1,1,0.762,0.937,358.8,CHEMBL472626,CCOC1=CC2=C(C=C1Cl)N=C(C1=CC=C(Cl)C=C1)N2C1CCCC1,1,0.74,0.898,375.3,CHEMBL471944,CCOC1=CC2=C(C=C1Cl)N=C(C1=CC=C(OC(C)=O)C=C1)N2C1CCCC1,1,0.671,0.925,398.9
1237,23516,C(=C/C1=NN=CN1)\C1=CC=CC=C1,3,24,24,0,0.6417,0.7616,100.0,6,6,0,0.639,100.0,9,9,0,0.748,100.0,9,9,0,0.538,100.0,CHEMBL2296397,COC1=CC=C(OC)C(/C=C/C2=NN=C(SCC(=O)C3=CC(O)=CC=C3O)N2C2=CC=CC=C2)=C1,1,0.749,0.797,489.6,CHEMBL2295987,COC1=CC=C(OC)C(/C=C/C2=NN=C(S)N2C2=CC=CC=C2)=C1,1,0.762,0.77,339.4,CHEMBL2295990,COC1=CC=C(OC)C(/C=C/C2=NN=C(SC)N2C2=CC=CC=C2)=C1,1,0.762,0.775,353.4
1238,26027,C1=CC(C2=CC=CC=C2)NC(=N1)S\C=C/C1=CC=CC=C1,3,24,24,0,0.6411,0.7616,100.0,8,8,0,0.506,100.0,8,8,0,0.667,100.0,8,8,0,0.75,100.0,CHEMBL228581,CCOC(=O)C1=C(C)N=C2S/C(=C\C3=CC=C(F)C(OC4=CC=CC=C4)=C3)C(=O)N2C1C1=CC=C(SC)C=C1,1,0.556,0.98,560.7,CHEMBL390440,CCOC(=O)C1=C(C)N=C2S/C(=C\C3=CC=C(SC)C=C3)C(=O)N2C1C1=CC=C(SC)C=C1,1,0.706,0.991,496.7,CHEMBL390440,CCOC(=O)C1=C(C)N=C2S/C(=C\C3=CC=C(SC)C=C3)C(=O)N2C1C1=CC=C(SC)C=C1,1,0.762,0.974,496.7
1239,20069,C1=CC=C(C2=CC=C(NC3=CCOC4=CC=CC=C34)C=C2)N=C1,3,24,24,0,0.6401,0.7588,100.0,8,8,0,0.723,100.0,8,8,0,0.714,100.0,8,8,0,0.483,100.0,CHEMBL2282542,N#CC1=C(C2=CC=C(Cl)C=C2)C=C(C2=CC=C(NC3=CC(=O)OC4=CC=CC=C34)C=C2)N=C1N,1,0.759,0.917,464.9,CHEMBL2282545,N#CC1=C(C2=CC=CC=C2Br)C=C(C2=CC=C(NC3=CC(=O)OC4=CC=CC=C34)C=C2)N=C1N,1,0.743,0.813,509.4,CHEMBL2282543,N#CC1=C(C2=CC=C([N+](=O)[O-])C=C2)C=C(C2=CC=C(NC3=CC(=O)OC4=CC=CC=C34)C=C2)N=C1N,1,0.625,0.848,475.5
1240,13391,C1CNCN1/N=C1\CCNCC1,3,24,24,0,0.6363,0.7616,100.0,7,7,0,0.571,100.0,7,7,0,0.723,100.0,10,10,0,0.615,100.0,CHEMBL594675,COC1=CC=C(C2C/C(=N\N3C(=O)CNC3=S)C(C)C(C3=CC=C(OC)C=C3)N2)C=C1,1,0.735,0.926,438.6,CHEMBL595390,CC1/C(=N/N2C(=O)CNC2=S)CC(C2=CC=CC=C2)NC1C1=CC=CC=C1,1,0.762,0.777,378.5,CHEMBL594450,CC1/C(=N/N2C(=O)CNC2=S)CC(C2=CC=C(Cl)C=C2)NC1C1=CC=C(Cl)C=C1,1,0.65,0.984,447.4
1241,13396,C1CNCN1/N=C1\CC(C2=CC=CC=C2)NC(C2=CC=CC=C2)C1,3,24,24,0,0.6337,0.7616,100.0,7,7,0,0.63,100.0,7,7,0,0.722,100.0,10,10,0,0.549,100.0,CHEMBL594889,CC1=CC=C(C2C/C(=N\N3C(=O)CNC3=S)C(C)C(C3=CC=C(C)C=C3)N2)C=C1,1,0.737,0.967,406.6,CHEMBL604272,CC1/C(=N/N2C(=O)CNC2=S)CC(C2=CC=C(F)C=C2)NC1C1=CC=C(F)C=C1,1,0.762,0.851,414.5,CHEMBL594889,CC1=CC=C(C2C/C(=N\N3C(=O)CNC3=S)C(C)C(C3=CC=C(C)C=C3)N2)C=C1,1,0.601,0.982,406.6
1242,19476,C1CC(C2=CC=C(OCC3=CCOC4=CC=CC=C34)C=C2)N1C1=CC=CC=C1,3,24,24,0,0.6317,0.7543,100.0,8,8,0,0.714,100.0,8,8,0,0.633,100.0,8,8,0,0.549,100.0,CHEMBL575284,O=C1C(Cl)C(C2=CC=C(OCC3=CC(=O)OC4=CC=C5C=CC=CC5=C34)C=C2)N1C1=CC=C(Cl)C=C1,1,0.754,0.947,516.4,CHEMBL575284,O=C1C(Cl)C(C2=CC=C(OCC3=CC(=O)OC4=CC=C5C=CC=CC5=C34)C=C2)N1C1=CC=C(Cl)C=C1,1,0.663,0.813,516.4,CHEMBL575284,O=C1C(Cl)C(C2=CC=C(OCC3=CC(=O)OC4=CC=C5C=CC=CC5=C34)C=C2)N1C1=CC=C(Cl)C=C1,1,0.637,0.965,516.4
1243,27710,C1=CC=C(C2=NC3=CC=CC=C3C(C3=CC=CC=C3)=C2SC2=CC3=CC=CC=C3OC2)C=C1,3,24,24,0,0.627,0.7412,100.0,8,8,0,0.682,100.0,8,8,0,0.63,100.0,8,8,0,0.569,100.0,CHEMBL2430199,O=C1OC2=CC=CC=C2C=C1SC1=C(C2=CC=CC=C2)C2=CC=CC=C2N=C1C1=CC=C2C=CC=CC2=C1,1,0.741,0.955,507.6,CHEMBL2430199,O=C1OC2=CC=CC=C2C=C1SC1=C(C2=CC=CC=C2)C2=CC=CC=C2N=C1C1=CC=C2C=CC=CC2=C1,1,0.724,0.858,507.6,CHEMBL2430110,O=C1OC2=CC=CC=C2C=C1SC1=C(C2=CC=CC=C2)C2=CC=CC=C2N=C1C1=CC=C(C2=CC=CC=C2)C=C1,1,0.653,0.951,533.7
1244,20070,C1=CC=C(C2=CC=NC(C3=CC=C(NC4=CCOC5=CC=CC=C45)C=C3)=C2)C=C1,3,24,24,0,0.6239,0.738,100.0,8,8,0,0.7,100.0,8,8,0,0.685,100.0,8,8,0,0.487,100.0,CHEMBL2282542,N#CC1=C(C2=CC=C(Cl)C=C2)C=C(C2=CC=C(NC3=CC(=O)OC4=CC=CC=C34)C=C2)N=C1N,1,0.738,0.917,464.9,CHEMBL2282544,N#CC1=C(C2=CC=CC=C2O)C=C(C2=CC=C(NC3=CC(=O)OC4=CC=CC=C34)C=C2)N=C1N,1,0.722,0.815,446.5,CHEMBL2282548,N#CC1=C(C2=CC=C(O)C=C2O)C=C(C2=CC=C(NC3=CC(=O)OC4=CC=CC=C34)C=C2)N=C1N,1,0.658,0.785,462.5
1245,40491,C1=NN=C(C2=CC=CC=C2)CN1,3,24,24,0,0.6041,0.7616,100.0,11,11,0,0.489,100.0,10,10,0,0.563,100.0,3,3,0,0.76,100.0,CHEMBL3621362,C1=CC=C(CC2=NC3=CC=CC=C3N3CC(C4=CC=CC=C4)=NN=C23)C=C1,1,0.598,0.985,350.4,CHEMBL3621361,O=[N+]([O-])C1=CC=C(C2=NN=C3C(CC4=CC=CC=C4)=NC4=CC=CC=C4N3C2)C=C1,1,0.631,0.944,395.4,CHEMBL3621361,O=[N+]([O-])C1=CC=C(C2=NN=C3C(CC4=CC=CC=C4)=NC4=CC=CC=C4N3C2)C=C1,1,0.762,0.957,395.4
1246,50826,C1COC2=CC=CC=C2N1CC1=CN(C2=CC=CC=C2)N=N1,3,24,24,0,0.6028,0.7502,100.0,7,7,0,0.712,100.0,6,6,0,0.682,100.0,11,11,0,0.415,100.0,CHEMBL4217972,CC1=CC=C(N2C=C(CN3C(=O)COC4=CC=C(Cl)C=C43)N=N2)C=C1,1,0.75,0.943,354.8,CHEMBL4209012,O=C1COC2=CC=C(Cl)C=C2N1CC1=CN(C2=CC=C(F)C=C2)N=N1,1,0.72,0.883,358.8,CHEMBL4207072,CC1=CC=C(N2C=C(CN3C(=O)COC4=CC=CC=C43)N=N2)C=C1,1,0.477,0.942,320.4
1247,32528,C1CSCN1/N=C/C1=CC=CC=C1,3,24,24,0,0.5999,0.7616,100.0,8,8,0,0.717,100.0,7,7,0,0.658,100.0,9,9,0,0.425,100.0,CHEMBL2235697,O=C1NC2=CC=C(Cl)C=C2/C1=N/N1C(=O)CSC1C1=CC=C(F)C=C1,1,0.762,0.825,375.8,CHEMBL2235691,O=C1NC2=CC=C(Cl)C=C2/C1=N/N1C(=O)CSC1C1=CC=C(Cl)C=C1,1,0.678,0.921,392.3,CHEMBL2235699,O=C1NC2=CC=C(Cl)C=C2/C1=N/N1C(=O)CSC1C1=CC=CO1,1,0.584,0.781,347.8
1248,43575,C1=CC=C2C(=C1)C1=CC=CC=C1N2CCCN1C=NC=N1,3,24,24,0,0.5936,0.7526,100.0,10,10,0,0.589,100.0,5,5,0,0.701,100.0,9,9,0,0.491,100.0,CHEMBL4280892,OC(CN1C=NC=N1)(CN1C2=CC=CC=C2C2=CC(I)=CC=C21)C1=CC=C(F)C=C1F,1,0.651,0.937,530.3,CHEMBL4284296,OC(CN1C=NC=N1)(CN1C2=CC=C(Br)C=C2C2=CC(Br)=CC=C21)C1=CC=C(Cl)C(Cl)=C1,1,0.753,0.854,595.1,CHEMBL4292848,OC(CN1C=NC=N1)(CN1C2=CC=CC=C2C2=CC=CC=C21)C1=CC=C(F)C=C1F,1,0.665,0.983,404.4
1249,13392,C1CNCN1/N=C/CCC1=CC=CC=C1,3,24,24,0,0.5871,0.7616,100.0,7,7,0,0.472,100.0,7,7,0,0.537,100.0,10,10,0,0.752,100.0,CHEMBL594675,COC1=CC=C(C2C/C(=N\N3C(=O)CNC3=S)C(C)C(C3=CC=C(OC)C=C3)N2)C=C1,1,0.607,0.926,438.6,CHEMBL593491,CC1(C)/C(=N/N2C(=O)CNC2=S)CC(C2=CC=C(Cl)C=C2)NC1C1=CC=C(Cl)C=C1,1,0.577,0.865,461.4,CHEMBL595390,CC1/C(=N/N2C(=O)CNC2=S)CC(C2=CC=CC=C2)NC1C1=CC=CC=C1,1,0.762,0.976,378.5
1250,32531,C1NC2=CC=CC=C2/C1=N/N1CCSC1,3,24,24,0,0.5866,0.7616,100.0,8,8,0,0.716,100.0,7,7,0,0.703,100.0,9,9,0,0.342,100.0,CHEMBL2235696,COC1=CC=C(C2SCC(=O)N2/N=C2\C(=O)NC3=CC=C(Cl)C=C23)C=C1,1,0.762,0.825,387.8,CHEMBL2235695,CN(C)C1=CC=C(C2SCC(=O)N2/N=C2\C(=O)NC3=CC=C(Cl)C=C23)C=C1,1,0.72,0.891,400.9,CHEMBL2235695,CN(C)C1=CC=C(C2SCC(=O)N2/N=C2\C(=O)NC3=CC=C(Cl)C=C23)C=C1,1,0.48,0.77,400.9
1251,19473,C1=CC=C(NCC2=CC=C(OCC3=CCOC4=CC=CC=C34)C=C2)C=C1,3,24,24,0,0.567,0.7616,100.0,8,8,0,0.533,100.0,8,8,0,0.732,100.0,8,8,0,0.436,100.0,CHEMBL575284,O=C1C(Cl)C(C2=CC=C(OCC3=CC(=O)OC4=CC=C5C=CC=CC5=C34)C=C2)N1C1=CC=C(Cl)C=C1,1,0.586,0.947,516.4,CHEMBL575284,O=C1C(Cl)C(C2=CC=C(OCC3=CC(=O)OC4=CC=C5C=CC=CC5=C34)C=C2)N1C1=CC=C(Cl)C=C1,1,0.762,0.813,516.4,CHEMBL575284,O=C1C(Cl)C(C2=CC=C(OCC3=CC(=O)OC4=CC=C5C=CC=CC5=C34)C=C2)N1C1=CC=C(Cl)C=C1,1,0.557,0.965,516.4
1252,4901,C(NNCC1=CC=CC=C1)NC1=CC=CC=C1,3,45,24,21,0.5634,0.7616,72.8,32,13,19,0.383,40.63,9,7,2,0.546,77.78,4,4,0,0.762,100.0,CHEMBL1210316,O=C(NNC1=CC(C(F)(F)F)=NC2=C(C(F)(F)F)C=CC=C12)NC1=CC=CC(Cl)=C1,1,0.679,0.969,448.8,CHEMBL1210316,O=C(NNC1=CC(C(F)(F)F)=NC2=C(C(F)(F)F)C=CC=C12)NC1=CC=CC(Cl)=C1,1,0.733,0.934,448.8,CHEMBL1945477,COC1=CC(NC(=S)NNC(=O)C2=CC=C(S(=O)(=O)C3=CC=C(Br)C=C3)C=C2)=CC(OC)=C1OC,1,0.762,0.761,580.5
1253,26029,C(\C1=CC=CC=C1)=C1/CN(CS1)CC1=CC=CC=C1,3,24,24,0,0.5597,0.6382,100.0,8,8,0,0.509,100.0,8,8,0,0.55,100.0,8,8,0,0.62,100.0,CHEMBL390440,CCOC(=O)C1=C(C)N=C2S/C(=C\C3=CC=C(SC)C=C3)C(=O)N2C1C1=CC=C(SC)C=C1,1,0.564,0.992,496.7,CHEMBL390440,CCOC(=O)C1=C(C)N=C2S/C(=C\C3=CC=C(SC)C=C3)C(=O)N2C1C1=CC=C(SC)C=C1,1,0.597,0.991,496.7,CHEMBL390440,CCOC(=O)C1=C(C)N=C2S/C(=C\C3=CC=C(SC)C=C3)C(=O)N2C1C1=CC=C(SC)C=C1,1,0.638,0.974,496.7
1254,19468,C1CC(C2=CC=C(OCCC3=CC=CC=C3)C=C2)N1,3,24,24,0,0.5541,0.7452,100.0,8,8,0,0.648,100.0,8,8,0,0.438,100.0,8,8,0,0.576,100.0,CHEMBL573990,O=C1C(Cl)C(C2=CC=C(OCC3=CC(=O)OC4=CC=C(Cl)C=C34)C=C2)N1C1=CC=C(Br)C=C1,1,0.68,0.97,545.2,CHEMBL583494,CC1=CC=C2OC(=O)C=C(COC3=CC=C(C4C(Cl)C(=O)N4C4=CC=C(Cl)C=C4)C=C3)C2=C1,1,0.523,0.859,480.3,CHEMBL575284,O=C1C(Cl)C(C2=CC=C(OCC3=CC(=O)OC4=CC=C5C=CC=CC5=C34)C=C2)N1C1=CC=C(Cl)C=C1,1,0.745,0.965,516.4
1255,13390,C1CNCN1/N=C\CCC1=CC=CC=C1,3,24,24,0,0.5398,0.7616,100.0,7,7,0,0.351,100.0,7,7,0,0.522,100.0,10,10,0,0.747,100.0,CHEMBL593491,CC1(C)/C(=N/N2C(=O)CNC2=S)CC(C2=CC=C(Cl)C=C2)NC1C1=CC=C(Cl)C=C1,1,0.398,0.938,461.4,CHEMBL593491,CC1(C)/C(=N/N2C(=O)CNC2=S)CC(C2=CC=C(Cl)C=C2)NC1C1=CC=C(Cl)C=C1,1,0.606,0.865,461.4,CHEMBL594203,COC1=CC=C(C2C/C(=N\N3C(=O)CNC3=S)C(C)(C)C(C3=CC=C(OC)C=C3)N2)C=C1,1,0.762,0.958,452.6
1256,26023,C(\C1=CC=CC=C1)=C1/CNCS1,3,24,24,0,0.5396,0.6551,100.0,8,8,0,0.629,100.0,8,8,0,0.555,100.0,8,8,0,0.435,100.0,CHEMBL230254,CCOC(=O)C1=C(C)N=C2S/C(=C\C3=CC=C(F)C=C3)C(=O)N2C1C1=CC=C(SC)C=C1,1,0.655,0.988,468.6,CHEMBL231505,CCOC(=O)C1=C(C)N=C2S/C(=C\C3=CC=C(OC)C=C3)C(=O)N2C1C1=CC=C(SC)C=C1,1,0.6,0.964,480.6,CHEMBL230358,CCOC(=O)C1=C(C)N=C2S/C(=C\C3=CC=C(O)C=C3)C(=O)N2C1C1=CC=C(SC)C=C1,1,0.462,0.954,466.6
1257,12212,C1=CC=C(SNCC2=NC=CCN2C2=CC=CC=C2)C=C1,3,25,24,1,0.5295,0.7616,95.83,8,7,1,0.651,87.5,10,10,0,0.456,100.0,7,7,0,0.481,100.0,CHEMBL2298497,NC1=CC=C(S(=O)(=O)NCC2=NC3=CC=CC=C3C(=O)N2C2=CC=C(Cl)C=C2)C=C1,1,0.762,0.683,440.9,CHEMBL2298502,NC1=CC=C(S(=O)(=O)NCC2=NC3=CC=CC=C3C(=O)N2C2=CC=C(Br)C=C2)C=C1,1,0.539,0.566,485.4,CHEMBL2298491,NC1=CC=C(S(=O)(=O)NCC2=NC3=CC=CC=C3C(=O)N2C2=CC=C([N+](=O)[O-])C=C2)C=C1,1,0.646,0.552,451.5
1258,6059,C1=CC=C(SNCC2=NC=CCN2)C=C1,3,31,24,7,0.5291,0.7616,83.33,14,7,7,0.485,50.0,10,10,0,0.496,100.0,7,7,0,0.606,100.0,CHEMBL2298516,COC1=CC=C(N2C(CNS(=O)(=O)C3=CC=C(N)C=C3)=NC3=CC=CC=C3C2=O)C=C1,1,0.762,0.491,436.5,CHEMBL2298515,COC1=CC=CC(N2C(CNS(=O)(=O)C3=CC=C(N)C=C3)=NC3=CC=CC=C3C2=O)=C1,1,0.554,0.542,436.5,CHEMBL2298491,NC1=CC=C(S(=O)(=O)NCC2=NC3=CC=CC=C3C(=O)N2C2=CC=C([N+](=O)[O-])C=C2)C=C1,1,0.669,0.552,451.5
